Sample	Filename	File type	Encoding	Total Sequences	Sequences flagged as poor quality	Sequence length	%GC	total_deduplicated_percentage	avg_sequence_length	basic_statistics	per_base_sequence_quality	per_tile_sequence_quality	per_sequence_quality_scores	per_base_sequence_content	per_sequence_gc_content	per_base_n_content	sequence_length_distribution	sequence_duplication_levels	overrepresented_sequences	adapter_content
Soil-P4S1-b_S121.ITS1.R1	Soil-P4S1-b_S121.ITS1.R1.fq	Conventional base calls	Sanger / Illumina 1.9	15594.0	0.0	227-231	48.0	18.122354751827626	228.95453379504937	pass	pass	fail	pass	fail	fail	pass	warn	fail	fail	pass
Soil-P4S1-b_S121.ITS1.R2	Soil-P4S1-b_S121.ITS1.R2.fq	Conventional base calls	Sanger / Illumina 1.9	15594.0	0.0	229-232	47.0	42.676670514300376	231.00294985250738	pass	warn	fail	pass	fail	fail	pass	warn	fail	fail	pass
Soil-P4S1-c_S127.ITS1.R1	Soil-P4S1-c_S127.ITS1.R1.fq	Conventional base calls	Sanger / Illumina 1.9	15826.0	0.0	227-231	48.0	19.120434727663337	228.9506508277518	pass	pass	fail	pass	fail	fail	pass	warn	fail	fail	pass
Soil-P4S1-c_S127.ITS1.R2	Soil-P4S1-c_S127.ITS1.R2.fq	Conventional base calls	Sanger / Illumina 1.9	15826.0	0.0	230-233	47.0	44.43321117148996	231.0006318716037	pass	warn	fail	pass	fail	fail	pass	warn	fail	fail	pass
Soil-P4S2-a_S133.ITS1.R1	Soil-P4S2-a_S133.ITS1.R1.fq	Conventional base calls	Sanger / Illumina 1.9	16801.0	0.0	227-231	48.0	18.06440092851616	228.9546455568121	pass	pass	fail	pass	fail	fail	pass	warn	fail	fail	pass
Soil-P4S2-a_S133.ITS1.R2	Soil-P4S2-a_S133.ITS1.R2.fq	Conventional base calls	Sanger / Illumina 1.9	16801.0	0.0	229-233	47.0	41.48562585560383	231.00309505386585	pass	warn	fail	pass	fail	fail	pass	warn	fail	fail	pass
Soil-P4S2-b_S139.ITS1.R1	Soil-P4S2-b_S139.ITS1.R1.fq	Conventional base calls	Sanger / Illumina 1.9	17814.0	0.0	227-231	48.0	18.97945436173796	228.9456045806669	pass	pass	fail	pass	fail	fail	pass	warn	fail	fail	pass
Soil-P4S2-b_S139.ITS1.R2	Soil-P4S2-b_S139.ITS1.R2.fq	Conventional base calls	Sanger / Illumina 1.9	17814.0	0.0	229-233	47.0	46.11541484225889	231.002862916807	pass	warn	fail	pass	fail	fail	pass	warn	fail	fail	pass
Soil-P4S2-c_S145.ITS1.R1	Soil-P4S2-c_S145.ITS1.R1.fq	Conventional base calls	Sanger / Illumina 1.9	17943.0	0.0	227-231	47.0	18.41386613163908	228.95541436772	pass	pass	fail	pass	fail	fail	pass	warn	fail	fail	pass
Soil-P4S2-c_S145.ITS1.R2	Soil-P4S2-c_S145.ITS1.R2.fq	Conventional base calls	Sanger / Illumina 1.9	17943.0	0.0	229-233	46.0	45.57766259822772	231.00250794181574	pass	warn	fail	pass	fail	fail	pass	warn	fail	fail	pass
Soil-P4S3-a_S151.ITS1.R1	Soil-P4S3-a_S151.ITS1.R1.fq	Conventional base calls	Sanger / Illumina 1.9	16455.0	0.0	227-231	48.0	19.264661197204497	228.94652081434214	pass	pass	fail	pass	fail	fail	pass	warn	fail	fail	pass
Soil-P4S3-a_S151.ITS1.R2	Soil-P4S3-a_S151.ITS1.R2.fq	Conventional base calls	Sanger / Illumina 1.9	16455.0	0.0	229-233	47.0	43.72531145548466	231.00127620783957	pass	warn	fail	pass	fail	fail	pass	warn	fail	fail	pass
Soil-P4S3-b_S157.ITS1.R1	Soil-P4S3-b_S157.ITS1.R1.fq	Conventional base calls	Sanger / Illumina 1.9	17809.0	0.0	227-231	47.0	19.48453029367174	228.94615082261777	pass	pass	fail	pass	fail	fail	pass	warn	fail	fail	pass
Soil-P4S3-b_S157.ITS1.R2	Soil-P4S3-b_S157.ITS1.R2.fq	Conventional base calls	Sanger / Illumina 1.9	17809.0	0.0	229-233	46.0	43.67454657757314	231.0014037846033	pass	warn	fail	pass	fail	fail	pass	warn	fail	fail	pass
Soil-P4S3-c_S162.ITS1.R1	Soil-P4S3-c_S162.ITS1.R1.fq	Conventional base calls	Sanger / Illumina 1.9	20004.0	0.0	227-231	48.0	17.991401719656068	228.94681063787243	pass	pass	fail	pass	fail	fail	pass	warn	fail	fail	pass
Soil-P4S3-c_S162.ITS1.R2	Soil-P4S3-c_S162.ITS1.R2.fq	Conventional base calls	Sanger / Illumina 1.9	20004.0	0.0	229-233	47.0	42.936412717456506	231.00099980004	pass	warn	fail	pass	fail	fail	pass	warn	fail	fail	pass
Soil-P4S4-a_S98.ITS1.R1	Soil-P4S4-a_S98.ITS1.R1.fq	Conventional base calls	Sanger / Illumina 1.9	17915.0	0.0	227-231	48.0	17.823053307284397	228.9466368964555	pass	pass	fail	pass	fail	fail	pass	warn	fail	fail	pass
Soil-P4S4-a_S98.ITS1.R2	Soil-P4S4-a_S98.ITS1.R2.fq	Conventional base calls	Sanger / Illumina 1.9	17915.0	0.0	229-233	46.0	46.664806028467765	231.00323751046608	pass	fail	fail	pass	fail	fail	pass	warn	fail	fail	pass
Soil-P4S4-b_S104.ITS1.R1	Soil-P4S4-b_S104.ITS1.R1.fq	Conventional base calls	Sanger / Illumina 1.9	17303.0	0.0	227-231	48.0	18.482344102178814	228.95220481997342	pass	pass	fail	pass	fail	fail	pass	warn	fail	fail	pass
Soil-P4S4-b_S104.ITS1.R2	Soil-P4S4-b_S104.ITS1.R2.fq	Conventional base calls	Sanger / Illumina 1.9	17303.0	0.0	229-233	47.0	44.18308963763509	231.00190718372536	pass	warn	fail	pass	fail	fail	pass	warn	fail	fail	pass
Soil-P4S4-c_S110.ITS1.R1	Soil-P4S4-c_S110.ITS1.R1.fq	Conventional base calls	Sanger / Illumina 1.9	15305.0	0.0	227-231	48.0	19.81051943809213	228.9513230970271	pass	pass	fail	pass	fail	fail	pass	warn	fail	fail	pass
Soil-P4S4-c_S110.ITS1.R2	Soil-P4S4-c_S110.ITS1.R2.fq	Conventional base calls	Sanger / Illumina 1.9	15305.0	0.0	230-233	47.0	45.08983992159425	231.0031362299902	pass	warn	fail	pass	fail	fail	pass	warn	fail	fail	pass
Soil-P5S1-a_S116.ITS1.R1	Soil-P5S1-a_S116.ITS1.R1.fq	Conventional base calls	Sanger / Illumina 1.9	15676.0	0.0	227-231	47.0	19.099260015310026	228.95119928553203	pass	pass	fail	pass	fail	fail	pass	warn	fail	fail	pass
Soil-P5S1-a_S116.ITS1.R2	Soil-P5S1-a_S116.ITS1.R2.fq	Conventional base calls	Sanger / Illumina 1.9	15676.0	0.0	229-233	47.0	44.32253125797397	231.0010206685379	pass	warn	fail	pass	fail	fail	pass	warn	fail	fail	pass
Soil-P5S1-b_S122.ITS1.R1	Soil-P5S1-b_S122.ITS1.R1.fq	Conventional base calls	Sanger / Illumina 1.9	15558.0	0.0	227-231	47.0	19.07057462398766	228.9529502506749	pass	pass	fail	pass	fail	fail	pass	warn	fail	fail	pass
Soil-P5S1-b_S122.ITS1.R2	Soil-P5S1-b_S122.ITS1.R2.fq	Conventional base calls	Sanger / Illumina 1.9	15558.0	0.0	229-233	47.0	44.6715516133179	231.00070703175214	pass	warn	fail	pass	fail	fail	pass	warn	fail	fail	pass
Soil-P5S1-c_S128.ITS1.R1	Soil-P5S1-c_S128.ITS1.R1.fq	Conventional base calls	Sanger / Illumina 1.9	13998.0	0.0	227-231	48.0	20.73867695385055	228.94613516216603	pass	pass	fail	pass	fail	fail	pass	warn	fail	fail	pass
Soil-P5S1-c_S128.ITS1.R2	Soil-P5S1-c_S128.ITS1.R2.fq	Conventional base calls	Sanger / Illumina 1.9	13998.0	0.0	229-233	47.0	47.02814687812545	231.00071438776968	pass	warn	fail	pass	fail	fail	pass	warn	fail	fail	pass
Soil-P5S2-a_S134.ITS1.R1	Soil-P5S2-a_S134.ITS1.R1.fq	Conventional base calls	Sanger / Illumina 1.9	17178.0	0.0	227-231	48.0	18.12201653277448	228.95208988240773	pass	pass	fail	pass	fail	fail	pass	warn	fail	fail	pass
Soil-P5S2-a_S134.ITS1.R2	Soil-P5S2-a_S134.ITS1.R2.fq	Conventional base calls	Sanger / Illumina 1.9	17178.0	0.0	229-233	47.0	41.483292583537086	231.00133892187682	pass	warn	fail	pass	fail	fail	pass	warn	fail	fail	pass
Soil-P5S2-b_S140.ITS1.R1	Soil-P5S2-b_S140.ITS1.R1.fq	Conventional base calls	Sanger / Illumina 1.9	17011.0	0.0	227-231	48.0	20.46910822409029	228.94615248956558	pass	pass	fail	pass	fail	fail	pass	warn	fail	fail	pass
Soil-P5S2-b_S140.ITS1.R2	Soil-P5S2-b_S140.ITS1.R2.fq	Conventional base calls	Sanger / Illumina 1.9	17011.0	0.0	229-233	47.0	44.65345952618894	231.00164599376873	pass	warn	fail	pass	fail	fail	pass	warn	fail	fail	pass
Soil-P5S2-c_S146.ITS1.R1	Soil-P5S2-c_S146.ITS1.R1.fq	Conventional base calls	Sanger / Illumina 1.9	17405.0	0.0	227-231	47.0	19.55759839126688	228.94926745188164	pass	pass	fail	pass	fail	fail	pass	warn	fail	fail	pass
Soil-P5S2-c_S146.ITS1.R2	Soil-P5S2-c_S146.ITS1.R2.fq	Conventional base calls	Sanger / Illumina 1.9	17405.0	0.0	230-232	46.0	44.326343004883654	231.00155127836828	pass	warn	fail	pass	fail	fail	pass	warn	fail	fail	pass
Soil-P6S1-a_S152.ITS1.R1	Soil-P6S1-a_S152.ITS1.R1.fq	Conventional base calls	Sanger / Illumina 1.9	14770.0	0.0	227-231	49.0	21.462423832092078	228.92356127285038	pass	pass	fail	pass	fail	fail	pass	warn	fail	fail	pass
Soil-P6S1-a_S152.ITS1.R2	Soil-P6S1-a_S152.ITS1.R2.fq	Conventional base calls	Sanger / Illumina 1.9	14770.0	0.0	230-233	48.0	48.13811780636425	231.00264048747462	pass	warn	fail	pass	fail	fail	pass	warn	fail	fail	pass
Soil-P6S1-b_S158.ITS1.R1	Soil-P6S1-b_S158.ITS1.R1.fq	Conventional base calls	Sanger / Illumina 1.9	14958.0	0.0	227-231	47.0	20.611044257253646	228.94705174488567	pass	pass	fail	pass	fail	fail	pass	warn	fail	fail	pass
Soil-P6S1-b_S158.ITS1.R2	Soil-P6S1-b_S158.ITS1.R2.fq	Conventional base calls	Sanger / Illumina 1.9	14958.0	0.0	229-233	46.0	49.766011498863485	231.00220617729644	pass	warn	fail	pass	fail	fail	pass	warn	fail	fail	pass
Soil-P6S1-c_S163.ITS1.R1	Soil-P6S1-c_S163.ITS1.R1.fq	Conventional base calls	Sanger / Illumina 1.9	20413.0	0.0	198-231	48.0	19.188752265713028	228.940038210944	pass	pass	fail	pass	fail	fail	pass	warn	fail	fail	pass
Soil-P6S1-c_S163.ITS1.R2	Soil-P6S1-c_S163.ITS1.R2.fq	Conventional base calls	Sanger / Illumina 1.9	20413.0	0.0	229-233	47.0	47.13172978004213	231.0016166168618	pass	warn	fail	pass	fail	fail	pass	warn	fail	fail	pass
Soil-P6S2-a_S99.ITS1.R1	Soil-P6S2-a_S99.ITS1.R1.fq	Conventional base calls	Sanger / Illumina 1.9	16736.0	0.0	227-231	45.0	17.321940726577438	228.9564412045889	pass	pass	fail	pass	fail	fail	pass	warn	fail	fail	pass
Soil-P6S2-a_S99.ITS1.R2	Soil-P6S2-a_S99.ITS1.R2.fq	Conventional base calls	Sanger / Illumina 1.9	16736.0	0.0	229-233	44.0	45.19000956022944	231.00185229445506	pass	warn	fail	pass	fail	fail	pass	warn	fail	fail	pass
Soil-P6S2-b_S105.ITS1.R1	Soil-P6S2-b_S105.ITS1.R1.fq	Conventional base calls	Sanger / Illumina 1.9	17070.0	0.0	227-231	45.0	18.50615114235501	228.95166959578208	pass	pass	fail	pass	fail	fail	pass	warn	fail	fail	pass
Soil-P6S2-b_S105.ITS1.R2	Soil-P6S2-b_S105.ITS1.R2.fq	Conventional base calls	Sanger / Illumina 1.9	17070.0	0.0	229-233	44.0	43.48564733450498	231.00234329232572	pass	warn	fail	pass	fail	fail	pass	warn	fail	fail	pass
Soil-P6S2-c_S111.ITS1.R1	Soil-P6S2-c_S111.ITS1.R1.fq	Conventional base calls	Sanger / Illumina 1.9	14307.0	0.0	227-231	45.0	19.340183127140563	228.95261061019082	pass	pass	fail	pass	fail	fail	pass	warn	fail	fail	pass
Soil-P6S2-c_S111.ITS1.R2	Soil-P6S2-c_S111.ITS1.R2.fq	Conventional base calls	Sanger / Illumina 1.9	14307.0	0.0	229-232	44.0	42.99294051862724	231.00300552177256	pass	warn	fail	pass	fail	fail	pass	warn	fail	fail	pass
Soil-P6S3-a_S117.ITS1.R1	Soil-P6S3-a_S117.ITS1.R1.fq	Conventional base calls	Sanger / Illumina 1.9	16307.0	0.0	227-231	47.0	18.660697859814803	228.9500827865334	pass	pass	fail	pass	fail	fail	pass	warn	fail	fail	pass
Soil-P6S3-a_S117.ITS1.R2	Soil-P6S3-a_S117.ITS1.R2.fq	Conventional base calls	Sanger / Illumina 1.9	16307.0	0.0	229-233	46.0	45.434475991905316	231.001839700742	pass	warn	fail	pass	fail	fail	pass	warn	fail	fail	pass
Soil-P6S3-b_S123.ITS1.R1	Soil-P6S3-b_S123.ITS1.R1.fq	Conventional base calls	Sanger / Illumina 1.9	13824.0	0.0	227-231	45.0	19.458912037037038	228.94972511574073	pass	pass	fail	pass	fail	fail	pass	warn	fail	fail	pass
Soil-P6S3-b_S123.ITS1.R2	Soil-P6S3-b_S123.ITS1.R2.fq	Conventional base calls	Sanger / Illumina 1.9	13824.0	0.0	229-233	43.0	44.83506944444444	231.0010127314815	pass	warn	fail	pass	fail	fail	pass	warn	fail	fail	pass
Soil-P6S3-c_S129.ITS1.R1	Soil-P6S3-c_S129.ITS1.R1.fq	Conventional base calls	Sanger / Illumina 1.9	16900.0	0.0	227-231	48.0	19.242603550295858	228.94467455621302	pass	pass	fail	pass	fail	fail	pass	warn	fail	fail	pass
Soil-P6S3-c_S129.ITS1.R2	Soil-P6S3-c_S129.ITS1.R2.fq	Conventional base calls	Sanger / Illumina 1.9	16900.0	0.0	230-233	47.0	45.31360946745562	231.00218934911243	pass	warn	fail	pass	fail	fail	pass	warn	fail	fail	pass
Soil-P7S1-a_S135.ITS1.R1	Soil-P7S1-a_S135.ITS1.R1.fq	Conventional base calls	Sanger / Illumina 1.9	20420.0	0.0	227-231	44.0	16.56219392752204	228.95768854064642	pass	pass	fail	pass	fail	fail	pass	warn	fail	fail	pass
Soil-P7S1-a_S135.ITS1.R2	Soil-P7S1-a_S135.ITS1.R2.fq	Conventional base calls	Sanger / Illumina 1.9	20420.0	0.0	229-233	43.0	41.79236043095005	231.00210577864837	pass	pass	fail	pass	fail	fail	pass	warn	fail	fail	pass
Soil-P7S1-b_S141.ITS1.R1	Soil-P7S1-b_S141.ITS1.R1.fq	Conventional base calls	Sanger / Illumina 1.9	17548.0	0.0	227-231	47.0	16.85092318212902	228.9558354228402	pass	pass	fail	pass	fail	fail	pass	warn	fail	fail	pass
Soil-P7S1-b_S141.ITS1.R2	Soil-P7S1-b_S141.ITS1.R2.fq	Conventional base calls	Sanger / Illumina 1.9	17548.0	0.0	229-233	46.0	42.53476179621609	231.00148165033053	pass	warn	fail	pass	fail	fail	pass	warn	fail	fail	pass
Soil-P7S1-c_S147.ITS1.R1	Soil-P7S1-c_S147.ITS1.R1.fq	Conventional base calls	Sanger / Illumina 1.9	20303.0	0.0	227-231	44.0	16.174949514850024	228.95552381421464	pass	pass	fail	pass	fail	fail	pass	warn	fail	fail	pass
Soil-P7S1-c_S147.ITS1.R2	Soil-P7S1-c_S147.ITS1.R2.fq	Conventional base calls	Sanger / Illumina 1.9	20303.0	0.0	229-233	43.0	40.34871693838349	231.00241343643796	pass	pass	fail	pass	fail	fail	pass	warn	fail	fail	pass
Soil-P7S2-a_S153.ITS1.R1	Soil-P7S2-a_S153.ITS1.R1.fq	Conventional base calls	Sanger / Illumina 1.9	13596.0	0.0	227-231	46.0	19.63077375698735	228.95064724919095	pass	pass	fail	pass	fail	fail	pass	warn	fail	fail	pass
Soil-P7S2-a_S153.ITS1.R2	Soil-P7S2-a_S153.ITS1.R2.fq	Conventional base calls	Sanger / Illumina 1.9	13596.0	0.0	230-233	44.0	48.33774639599882	231.00257428655488	pass	warn	fail	pass	fail	fail	pass	warn	fail	fail	pass
Soil-P7S2-b_S159.ITS1.R1	Soil-P7S2-b_S159.ITS1.R1.fq	Conventional base calls	Sanger / Illumina 1.9	16351.0	0.0	227-231	47.0	19.41165677940187	228.95351966240597	pass	pass	fail	pass	fail	fail	pass	warn	fail	fail	pass
Soil-P7S2-b_S159.ITS1.R2	Soil-P7S2-b_S159.ITS1.R2.fq	Conventional base calls	Sanger / Illumina 1.9	16351.0	0.0	229-233	45.0	48.86551281267201	231.0029356002691	pass	warn	fail	pass	fail	fail	pass	warn	fail	fail	pass
Soil-P7S2-c_S164.ITS1.R1	Soil-P7S2-c_S164.ITS1.R1.fq	Conventional base calls	Sanger / Illumina 1.9	20186.0	0.0	227-231	47.0	17.740017834142474	228.95447339740414	pass	pass	fail	pass	fail	fail	pass	warn	fail	fail	pass
Soil-P7S2-c_S164.ITS1.R2	Soil-P7S2-c_S164.ITS1.R2.fq	Conventional base calls	Sanger / Illumina 1.9	20186.0	0.0	196-233	46.0	46.78985435450312	231.00064401070048	pass	warn	fail	pass	fail	fail	pass	warn	fail	fail	pass
Soil-P7S3-a_S100.ITS1.R1	Soil-P7S3-a_S100.ITS1.R1.fq	Conventional base calls	Sanger / Illumina 1.9	12413.0	0.0	227-231	47.0	18.698139047772496	228.9524691855313	pass	pass	fail	pass	fail	fail	pass	warn	fail	fail	pass
Soil-P7S3-a_S100.ITS1.R2	Soil-P7S3-a_S100.ITS1.R2.fq	Conventional base calls	Sanger / Illumina 1.9	12413.0	0.0	229-233	44.0	50.84185934101345	231.00410859582695	pass	warn	fail	pass	fail	fail	pass	warn	warn	fail	pass
Soil-P7S3-b_S106.ITS1.R1	Soil-P7S3-b_S106.ITS1.R1.fq	Conventional base calls	Sanger / Illumina 1.9	12839.0	0.0	227-231	47.0	18.217929745307266	228.95544824363267	pass	pass	fail	pass	fail	fail	pass	warn	fail	fail	pass
Soil-P7S3-b_S106.ITS1.R2	Soil-P7S3-b_S106.ITS1.R2.fq	Conventional base calls	Sanger / Illumina 1.9	12839.0	0.0	229-232	44.0	47.23888153282966	231.00186930446296	pass	warn	fail	pass	fail	fail	pass	warn	fail	fail	pass
Soil-P7S3-c_S112.ITS1.R1	Soil-P7S3-c_S112.ITS1.R1.fq	Conventional base calls	Sanger / Illumina 1.9	16713.0	0.0	227-231	46.0	18.704002872015796	228.95775743433256	pass	pass	fail	pass	fail	fail	pass	warn	fail	fail	pass
Soil-P7S3-c_S112.ITS1.R2	Soil-P7S3-c_S112.ITS1.R2.fq	Conventional base calls	Sanger / Illumina 1.9	16713.0	0.0	229-233	46.0	45.150481660982464	231.00245318015916	pass	warn	fail	pass	fail	fail	pass	warn	fail	fail	pass
Soil-P7S4-a_S118.ITS1.R1	Soil-P7S4-a_S118.ITS1.R1.fq	Conventional base calls	Sanger / Illumina 1.9	16188.0	0.0	227-231	46.0	17.97627872498147	228.95607857672348	pass	pass	fail	pass	fail	fail	pass	warn	fail	fail	pass
Soil-P7S4-a_S118.ITS1.R2	Soil-P7S4-a_S118.ITS1.R2.fq	Conventional base calls	Sanger / Illumina 1.9	16188.0	0.0	230-233	45.0	45.63256733382753	231.0021003212256	pass	warn	fail	pass	fail	fail	pass	warn	fail	fail	pass
Soil-P7S4-b_S124.ITS1.R1	Soil-P7S4-b_S124.ITS1.R1.fq	Conventional base calls	Sanger / Illumina 1.9	18026.0	0.0	227-231	47.0	15.882614001997114	228.95678464440252	pass	pass	fail	pass	fail	fail	pass	warn	fail	fail	pass
Soil-P7S4-b_S124.ITS1.R2	Soil-P7S4-b_S124.ITS1.R2.fq	Conventional base calls	Sanger / Illumina 1.9	18026.0	0.0	229-233	46.0	41.556640408299124	231.0026073449462	pass	warn	fail	pass	fail	fail	pass	warn	fail	fail	pass
Soil-P7S4-c_S130.ITS1.R1	Soil-P7S4-c_S130.ITS1.R1.fq	Conventional base calls	Sanger / Illumina 1.9	20120.0	0.0	227-231	45.0	16.824055666003975	228.9557157057654	pass	pass	fail	pass	fail	fail	pass	warn	fail	fail	pass
Soil-P7S4-c_S130.ITS1.R2	Soil-P7S4-c_S130.ITS1.R2.fq	Conventional base calls	Sanger / Illumina 1.9	20120.0	0.0	229-232	45.0	46.04373757455269	231.00178926441353	pass	warn	fail	pass	fail	fail	pass	warn	fail	fail	pass
